Name,Employer,From,Experience,Keys
Frontend-разработчик/ Фронтенд-разработчик/ Разработчик интерфейсов,Jump Finance,,От 3 до 6 лет,"['Git', 'JavaScript', 'Figma', 'Redux', 'React', 'HTML', 'CSS', 'Webpack', 'UI/UX', 'Jira', 'Frontend', 'Удаленная работа', 'SASS/SCSS', 'Parcel', 'Unix', 'ReactQuery', 'Grid', 'GitHub', 'REST']"
Специалист по работе с клиентами,Интроверт,35000.0,Нет опыта,"['Пользователь ПК', 'B2B Продажи', 'Телефонные переговоры', 'Грамотная речь', 'CRM', 'Ориентация на результат', 'Мотивация', 'Обучение и развитие', 'Телемаркетинг', 'Клиентоориентированность', 'Ведение переговоров', 'Работа в команде', 'amoCRM']"
Xamarin Mobile Developer,LoyaltyPlant,100000.0,От 1 года до 3 лет,"['Design Patterns', 'C#', 'Xamarin', 'iOS', 'Android', 'REST']"
Python-разработчик в Цифровые поверхности Салют (платформа монетизации видеоконтента),Сбербанк,,От 1 года до 3 лет,"['Python', 'Django Framework', 'PostgreSQL', 'Unit Testing']"
Android разработчик,Группа компаний BMSGroup,,От 1 года до 3 лет,[]
Технический специалист BIM,АСКОН,65250.0,От 1 года до 3 лет,"['BIM', 'Проведение презентаций', 'Autodesk Revit', 'Обучение персонала', 'Обучение и развитие', 'Renga', 'ArhiCAD', 'Tekla BIM', 'AVEVA']"
Тестировщик печатных плат,"СтарЛайн, Научно-производственное объединение",42000.0,Нет опыта,[]
Монтажник РЭА,"СтарЛайн, Научно-производственное объединение",53000.0,Нет опыта,"['Работа в команде', 'Пайка', 'Электроника']"
Android - разработчик,"Куберто, OOO",170000.0,От 1 года до 3 лет,['Android']
Начальник управления ИТ инфраструктуры,Банк Санкт-Петербург,,Нет опыта,"['Linux', 'Информационные технологии', 'ЦОД', 'Мотивация сотрудников', 'Работа в условиях многозадачности', 'Управление отделом', 'Сетевые технологии']"
UX (web content) writer,Uploadcare LLC,149334.0,От 1 года до 3 лет,"['Editing', 'Creative Writing', 'Technical Translation', 'Fluent English', 'Copyrighting', 'Technical Editing', 'Information Technology']"
Senior C++ Software engineer (Linux),IT_Selection,220000.0,От 3 до 6 лет,"['Linux', 'Git', 'C++', 'Bash', 'SVN', 'Boost', 'STL', 'Embedded']"
IOS разработчик,"Куберто, OOO",170000.0,От 1 года до 3 лет,"['iOS', 'Objective-C', 'swift']"
Руководитель по обучению Oracle DBA и DevOps,СИГМА,,От 3 до 6 лет,"['Управление проектами', 'Мотивация персонала', 'Обучение и развитие', 'Оценка персонала', 'DBA', 'ORACLE', 'Linux']"
Интернет-маркетолог,ИНТАН Центры Имплантации и стоматологии,43500.0,От 3 до 6 лет,"['Контекстная реклама', 'Лидогенерация', 'SEO оптимизация', 'SMM', 'Составление семантического ядра']"
"Frontend-разработчик (React.js, удаленная работа)","Куберто, OOO",120000.0,От 1 года до 3 лет,"['jQuery', 'Git', 'CSS', 'HTML5', 'HTML', 'CSS3', 'PostgreSQL', 'React']"
"Frontend-разработчик (React.js, удаленная работа)","Куберто, OOO",120000.0,От 1 года до 3 лет,"['jQuery', 'Git', 'CSS', 'HTML5', 'HTML', 'CSS3', 'PostgreSQL', 'React']"
Наладчик станков с ЧПУ,ЛОМО ЛАЗЕР,52200.0,От 3 до 6 лет,[]
Наладчик станков с ЧПУ,ЛОМО ЛАЗЕР,52200.0,От 3 до 6 лет,[]
Инженер-программист микроконтроллеров,Адаптивные Системы,70000.0,От 1 года до 3 лет,"['C++', 'Схемотехника электронного оборудования', 'MS Visual Studio', 'C/C++', 'Pascal']"
Middle .NET Developer,Ай- Теклабс,120000.0,От 1 года до 3 лет,"['.NET Core', 'SQL', 'PostgreSQL', 'MS SQL', 'Микросервисы', 'Unit Testing']"
Технический дизайнер,Союз ЛУР,60000.0,Нет опыта,"['Adobe Photoshop', 'Adobe Illustrator', 'Графический дизайн', 'Adobe InDesign', 'Полиграфический дизайн']"
QA engineer,"Куберто, OOO",100000.0,От 1 года до 3 лет,[]
Программист 1С,Группа Аквилон,,От 3 до 6 лет,"['1С программирование', '1С: Предприятие 8', '1С: Бухгалтерия', '1С: Зарплата и управление персоналом', 'Обновление конфигурации 1С']"
Руководитель проекта,Техно-Ресурс,78300.0,Более 6 лет,[]
Интернет-маркетолог на запуск нового онлайн-проекта (удаленно),Profilance Group (ИП Страмоусов Марк Петрович),80000.0,От 1 года до 3 лет,"['Копирайтинг', 'Email маркетинг', 'Информационные рассылки', 'Интернет-реклама', 'Яндекс.Метрика', 'Internet Marketing', 'Google Analytics', 'Управление интернет-проектами']"
JavaScript разработчик (удалённо),SimpleTexting,186667.0,Более 6 лет,"['JavaScript', 'ReactJS', 'Redux', 'Git']"
